"REF_DATE","GEO","DGUID","Type of materials diverted","Sources of materials prepared for recycling","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Ontario","2016A000235","All materials diverted","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315364","7.1.3","","..","","","0"
"2020","Ontario","2016A000235","All paper fibres","All sources of diverted materials","Tonnes","287","units","0","v1248315365","7.2.1","1338739","","","","0"
"2020","Ontario","2016A000235","All paper fibres","Residential sources of diverted materials","Tonnes","287","units","0","v1248315366","7.2.2","636830","","","","0"
"2020","Ontario","2016A000235","All paper fibres","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315367","7.2.3","701909","","","","0"
"2020","Ontario","2016A000235","Glass","All sources of diverted materials","Tonnes","287","units","0","v1248315368","7.3.1","128373","","","","0"
"2020","Ontario","2016A000235","Glass","Residential sources of diverted materials","Tonnes","287","units","0","v1248315369","7.3.2","87709","","","","0"
"2020","Ontario","2016A000235","Glass","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315370","7.3.3","40664","","","","0"
"2020","Ontario","2016A000235","Ferrous metals","All sources of diverted materials","Tonnes","287","units","0","v1248315371","7.4.1","120510","","","","0"
"2020","Ontario","2016A000235","Ferrous metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315372","7.4.2","56453","","","","0"
"2020","Ontario","2016A000235","Ferrous metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315373","7.4.3","64057","","","","0"
"2020","Ontario","2016A000235","Copper and aluminum","All sources of diverted materials","Tonnes","287","units","0","v1248315374","7.5.1","21698","","","","0"
"2020","Ontario","2016A000235","Copper and aluminum","Residential sources of diverted materials","Tonnes","287","units","0","v1248315375","7.5.2","15707","","","","0"
"2020","Ontario","2016A000235","Copper and aluminum","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315376","7.5.3","5991","","","","0"
"2020","Ontario","2016A000235","Mixed metals","All sources of diverted materials","Tonnes","287","units","0","v1248315377","7.6.1","38638","","","","0"
"2020","Ontario","2016A000235","Mixed metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315378","7.6.2","21852","","","","0"
"2020","Ontario","2016A000235","Mixed metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315379","7.6.3","16787","","","","0"
"2020","Ontario","2016A000235","White goods","All sources of diverted materials","Tonnes","287","units","0","v1248315380","7.7.1","12400","","","","0"
"2020","Ontario","2016A000235","White goods","Residential sources of diverted materials","Tonnes","287","units","0","v1248315381","7.7.2","9081","","","","0"
"2020","Ontario","2016A000235","White goods","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315382","7.7.3","3319","","","","0"
"2020","Ontario","2016A000235","Electronics","All sources of diverted materials","Tonnes","287","units","0","v1248315383","7.8.1","45896","","","","0"
"2020","Ontario","2016A000235","Electronics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315384","7.8.2","","..","","","0"
"2020","Ontario","2016A000235","Electronics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315385","7.8.3","","..","","","0"
"2020","Ontario","2016A000235","Plastics","All sources of diverted materials","Tonnes","287","units","0","v1248315386","7.9.1","119921","","","","0"
"2020","Ontario","2016A000235","Plastics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315387","7.9.2","90232","","","","0"
"2020","Ontario","2016A000235","Plastics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315388","7.9.3","29689","","","","0"
"2020","Ontario","2016A000235","Gable top and aseptic containers","All sources of diverted materials","Tonnes","287","units","0","v1248315389","7.10.1","7342","","","","0"
"2020","Ontario","2016A000235","Gable top and aseptic containers","Residential sources of diverted materials","Tonnes","287","units","0","v1248315390","7.10.2","5822","","","","0"
"2020","Ontario","2016A000235","Gable top and aseptic containers","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315391","7.10.3","1520","","","","0"
"2020","Ontario","2016A000235","Textiles","All sources of diverted materials","Tonnes","287","units","0","v1248315392","7.11.1","2642","","","","0"
"2020","Ontario","2016A000235","Textiles","Residential sources of diverted materials","Tonnes","287","units","0","v1248315393","7.11.2","2614","","","","0"
"2020","Ontario","2016A000235","Textiles","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315394","7.11.3","28","","","","0"
"2020","Ontario","2016A000235","Tires","All sources of diverted materials","Tonnes","287","units","0","v1248315395","7.12.1","121976","","","","0"
"2020","Ontario","2016A000235","Tires","Residential sources of diverted materials","Tonnes","287","units","0","v1248315396","7.12.2","","..","","","0"
"2020","Ontario","2016A000235","Tires","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315397","7.12.3","","..","","","0"
"2020","Ontario","2016A000235","Construction, renovation and demolition","All sources of diverted materials","Tonnes","287","units","0","v1248315398","7.13.1","164885","","","","0"
"2020","Ontario","2016A000235","Construction, renovation and demolition","Residential sources of diverted materials","Tonnes","287","units","0","v1248315399","7.13.2","88647","","","","0"
"2020","Ontario","2016A000235","Construction, renovation and demolition","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315400","7.13.3","76238","","","","0"
"2020","Ontario","2016A000235","Organics","All sources of diverted materials","Tonnes","287","units","0","v1248315401","7.14.1","1309779","","","","0"
"2020","Ontario","2016A000235","Organics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315402","7.14.2","1141405","","","","0"
"2020","Ontario","2016A000235","Organics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315403","7.14.3","168374","","","","0"
"2020","Ontario","2016A000235","Other materials","All sources of diverted materials","Tonnes","287","units","0","v1248315404","7.15.1","32609","","","","0"
"2020","Ontario","2016A000235","Other materials","Residential sources of diverted materials","Tonnes","287","units","0","v1248315405","7.15.2","22257","","","","0"
"2020","Ontario","2016A000235","Other materials","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315406","7.15.3","10352","","","","0"
"2020","Manitoba","2016A000246","All materials diverted","All sources of diverted materials","Tonnes","287","units","0","v1248315407","8.1.1","221005","","","","0"
"2020","Manitoba","2016A000246","All materials diverted","Residential sources of diverted materials","Tonnes","287","units","0","v1248315408","8.1.2","","..","","","0"
"2020","Manitoba","2016A000246","All materials diverted","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315409","8.1.3","","..","","","0"
"2020","Manitoba","2016A000246","All paper fibres","All sources of diverted materials","Tonnes","287","units","0","v1248315410","8.2.1","82358","","","","0"
"2020","Manitoba","2016A000246","All paper fibres","Residential sources of diverted materials","Tonnes","287","units","0","v1248315411","8.2.2","39368","","","","0"
"2020","Manitoba","2016A000246","All paper fibres","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315412","8.2.3","42990","","","","0"
"2020","Manitoba","2016A000246","Glass","All sources of diverted materials","Tonnes","287","units","0","v1248315413","8.3.1","10045","","","","0"
"2020","Manitoba","2016A000246","Glass","Residential sources of diverted materials","Tonnes","287","units","0","v1248315414","8.3.2","7450","","","","0"
"2020","Manitoba","2016A000246","Glass","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315415","8.3.3","2595","","","","0"
"2020","Manitoba","2016A000246","Ferrous metals","All sources of diverted materials","Tonnes","287","units","0","v1248315416","8.4.1","21376","","","","0"
"2020","Manitoba","2016A000246","Ferrous metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315417","8.4.2","2947","","","","0"
"2020","Manitoba","2016A000246","Ferrous metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315418","8.4.3","18429","","","","0"
"2020","Manitoba","2016A000246","Copper and aluminum","All sources of diverted materials","Tonnes","287","units","0","v1248315419","8.5.1","4078","","","","0"
"2020","Manitoba","2016A000246","Copper and aluminum","Residential sources of diverted materials","Tonnes","287","units","0","v1248315420","8.5.2","1957","","","","0"
"2020","Manitoba","2016A000246","Copper and aluminum","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315421","8.5.3","2121","","","","0"
"2020","Manitoba","2016A000246","Mixed metals","All sources of diverted materials","Tonnes","287","units","0","v1248315422","8.6.1","4663","","","","0"
"2020","Manitoba","2016A000246","Mixed metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315423","8.6.2","","x","","","0"
"2020","Manitoba","2016A000246","Mixed metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315424","8.6.3","","x","","","0"
"2020","Manitoba","2016A000246","White goods","All sources of diverted materials","Tonnes","287","units","0","v1248315425","8.7.1","3125","","","","0"
"2020","Manitoba","2016A000246","White goods","Residential sources of diverted materials","Tonnes","287","units","0","v1248315426","8.7.2","","x","","","0"
"2020","Manitoba","2016A000246","White goods","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315427","8.7.3","","x","","","0"
"2020","Manitoba","2016A000246","Electronics","All sources of diverted materials","Tonnes","287","units","0","v1248315428","8.8.1","2784","","","","0"
"2020","Manitoba","2016A000246","Electronics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315429","8.8.2","","..","","","0"
"2020","Manitoba","2016A000246","Electronics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315430","8.8.3","","..","","","0"
"2020","Manitoba","2016A000246","Plastics","All sources of diverted materials","Tonnes","287","units","0","v1248315431","8.9.1","7985","","","","0"
"2020","Manitoba","2016A000246","Plastics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315432","8.9.2","5784","","","","0"
"2020","Manitoba","2016A000246","Plastics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315433","8.9.3","2201","","","","0"
"2020","Manitoba","2016A000246","Gable top and aseptic containers","All sources of diverted materials","Tonnes","287","units","0","v1248315434","8.10.1","1378","","","","0"
"2020","Manitoba","2016A000246","Gable top and aseptic containers","Residential sources of diverted materials","Tonnes","287","units","0","v1248315435","8.10.2","","x","","","0"
"2020","Manitoba","2016A000246","Gable top and aseptic containers","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315436","8.10.3","","x","","","0"
"2020","Manitoba","2016A000246","Textiles","All sources of diverted materials","Tonnes","287","units","0","v1248315437","8.11.1","0","","","","0"
"2020","Manitoba","2016A000246","Textiles","Residential sources of diverted materials","Tonnes","287","units","0","v1248315438","8.11.2","0","","","","0"
"2020","Manitoba","2016A000246","Textiles","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315439","8.11.3","0","","","","0"
"2020","Manitoba","2016A000246","Tires","All sources of diverted materials","Tonnes","287","units","0","v1248315440","8.12.1","17798","","","","0"
"2020","Manitoba","2016A000246","Tires","Residential sources of diverted materials","Tonnes","287","units","0","v1248315441","8.12.2","","..","","","0"
"2020","Manitoba","2016A000246","Tires","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315442","8.12.3","","..","","","0"
"2020","Manitoba","2016A000246","Construction, renovation and demolition","All sources of diverted materials","Tonnes","287","units","0","v1248315443","8.13.1","2090","","","","0"
"2020","Manitoba","2016A000246","Construction, renovation and demolition","Residential sources of diverted materials","Tonnes","287","units","0","v1248315444","8.13.2","","x","","","0"
"2020","Manitoba","2016A000246","Construction, renovation and demolition","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315445","8.13.3","","x","","","0"
"2020","Manitoba","2016A000246","Organics","All sources of diverted materials","Tonnes","287","units","0","v1248315446","8.14.1","56814","","","","0"
"2020","Manitoba","2016A000246","Organics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315447","8.14.2","35967","","","","0"
"2020","Manitoba","2016A000246","Organics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315448","8.14.3","20847","","","","0"
"2020","Manitoba","2016A000246","Other materials","All sources of diverted materials","Tonnes","287","units","0","v1248315449","8.15.1","6512","","","","0"
"2020","Manitoba","2016A000246","Other materials","Residential sources of diverted materials","Tonnes","287","units","0","v1248315450","8.15.2","4211","","","","0"
"2020","Manitoba","2016A000246","Other materials","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315451","8.15.3","2301","","","","0"
"2020","Saskatchewan","2016A000247","All materials diverted","All sources of diverted materials","Tonnes","287","units","0","v1248315452","9.1.1","202459","","","","0"
"2020","Saskatchewan","2016A000247","All materials diverted","Residential sources of diverted materials","Tonnes","287","units","0","v1248315453","9.1.2","","..","","","0"
"2020","Saskatchewan","2016A000247","All materials diverted","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315454","9.1.3","","..","","","0"
"2020","Saskatchewan","2016A000247","All paper fibres","All sources of diverted materials","Tonnes","287","units","0","v1248315455","9.2.1","47817","","","","0"
"2020","Saskatchewan","2016A000247","All paper fibres","Residential sources of diverted materials","Tonnes","287","units","0","v1248315456","9.2.2","35214","","","","0"
"2020","Saskatchewan","2016A000247","All paper fibres","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315457","9.2.3","12603","","","","0"
"2020","Saskatchewan","2016A000247","Glass","All sources of diverted materials","Tonnes","287","units","0","v1248315458","9.3.1","","x","","","0"
"2020","Saskatchewan","2016A000247","Glass","Residential sources of diverted materials","Tonnes","287","units","0","v1248315459","9.3.2","","x","","","0"
"2020","Saskatchewan","2016A000247","Glass","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315460","9.3.3","","x","","","0"
"2020","Saskatchewan","2016A000247","Ferrous metals","All sources of diverted materials","Tonnes","287","units","0","v1248315461","9.4.1","36685","","","","0"
"2020","Saskatchewan","2016A000247","Ferrous metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315462","9.4.2","4396","","","","0"
"2020","Saskatchewan","2016A000247","Ferrous metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315463","9.4.3","32289","","","","0"
"2020","Saskatchewan","2016A000247","Copper and aluminum","All sources of diverted materials","Tonnes","287","units","0","v1248315464","9.5.1","7093","","","","0"
"2020","Saskatchewan","2016A000247","Copper and aluminum","Residential sources of diverted materials","Tonnes","287","units","0","v1248315465","9.5.2","","x","","","0"
"2020","Saskatchewan","2016A000247","Copper and aluminum","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315466","9.5.3","","x","","","0"
"2020","Saskatchewan","2016A000247","Mixed metals","All sources of diverted materials","Tonnes","287","units","0","v1248315467","9.6.1","1447","","","","0"
"2020","Saskatchewan","2016A000247","Mixed metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315468","9.6.2","1067","","","","0"
"2020","Saskatchewan","2016A000247","Mixed metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315469","9.6.3","380","","","","0"
"2020","Saskatchewan","2016A000247","White goods","All sources of diverted materials","Tonnes","287","units","0","v1248315470","9.7.1","1453","","","","0"
"2020","Saskatchewan","2016A000247","White goods","Residential sources of diverted materials","Tonnes","287","units","0","v1248315471","9.7.2","","x","","","0"
"2020","Saskatchewan","2016A000247","White goods","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315472","9.7.3","","x","","","0"
"2020","Saskatchewan","2016A000247","Electronics","All sources of diverted materials","Tonnes","287","units","0","v1248315473","9.8.1","1708","","","","0"
"2020","Saskatchewan","2016A000247","Electronics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315474","9.8.2","","..","","","0"
"2020","Saskatchewan","2016A000247","Electronics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315475","9.8.3","","..","","","0"
"2020","Saskatchewan","2016A000247","Plastics","All sources of diverted materials","Tonnes","287","units","0","v1248315476","9.9.1","6674","","","","0"
"2020","Saskatchewan","2016A000247","Plastics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315477","9.9.2","6270","","","","0"
"2020","Saskatchewan","2016A000247","Plastics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315478","9.9.3","405","","","","0"
"2020","Saskatchewan","2016A000247","Gable top and aseptic containers","All sources of diverted materials","Tonnes","287","units","0","v1248315479","9.10.1","","x","","","0"
"2020","Saskatchewan","2016A000247","Gable top and aseptic containers","Residential sources of diverted materials","Tonnes","287","units","0","v1248315480","9.10.2","","x","","","0"
"2020","Saskatchewan","2016A000247","Gable top and aseptic containers","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315481","9.10.3","","x","","","0"
"2020","Saskatchewan","2016A000247","Textiles","All sources of diverted materials","Tonnes","287","units","0","v1248315482","9.11.1","0","","","","0"
"2020","Saskatchewan","2016A000247","Textiles","Residential sources of diverted materials","Tonnes","287","units","0","v1248315483","9.11.2","0","","","","0"
"2020","Saskatchewan","2016A000247","Textiles","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315484","9.11.3","0","","","","0"
"2020","Saskatchewan","2016A000247","Tires","All sources of diverted materials","Tonnes","287","units","0","v1248315485","9.12.1","43290","","","","0"
"2020","Saskatchewan","2016A000247","Tires","Residential sources of diverted materials","Tonnes","287","units","0","v1248315486","9.12.2","","..","","","0"
"2020","Saskatchewan","2016A000247","Tires","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315487","9.12.3","","..","","","0"
"2020","Saskatchewan","2016A000247","Construction, renovation and demolition","All sources of diverted materials","Tonnes","287","units","0","v1248315488","9.13.1","","x","","","0"
"2020","Saskatchewan","2016A000247","Construction, renovation and demolition","Residential sources of diverted materials","Tonnes","287","units","0","v1248315489","9.13.2","","x","","","0"
"2020","Saskatchewan","2016A000247","Construction, renovation and demolition","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315490","9.13.3","","x","","","0"
"2020","Saskatchewan","2016A000247","Organics","All sources of diverted materials","Tonnes","287","units","0","v1248315491","9.14.1","40551","","","","0"
"2020","Saskatchewan","2016A000247","Organics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315492","9.14.2","34771","","","","0"
"2020","Saskatchewan","2016A000247","Organics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315493","9.14.3","5780","","","","0"
"2020","Saskatchewan","2016A000247","Other materials","All sources of diverted materials","Tonnes","287","units","0","v1248315494","9.15.1","","x","","","0"
"2020","Saskatchewan","2016A000247","Other materials","Residential sources of diverted materials","Tonnes","287","units","0","v1248315495","9.15.2","","x","","","0"
"2020","Saskatchewan","2016A000247","Other materials","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315496","9.15.3","","x","","","0"
"2020","Alberta","2016A000248","All materials diverted","All sources of diverted materials","Tonnes","287","units","0","v1248315497","10.1.1","948394","","","","0"
"2020","Alberta","2016A000248","All materials diverted","Residential sources of diverted materials","Tonnes","287","units","0","v1248315498","10.1.2","","..","","","0"
"2020","Alberta","2016A000248","All materials diverted","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315499","10.1.3","","..","","","0"
"2020","Alberta","2016A000248","All paper fibres","All sources of diverted materials","Tonnes","287","units","0","v1248315500","10.2.1","269325","","","","0"
"2020","Alberta","2016A000248","All paper fibres","Residential sources of diverted materials","Tonnes","287","units","0","v1248315501","10.2.2","49336","","","","0"
"2020","Alberta","2016A000248","All paper fibres","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315502","10.2.3","219989","","","","0"
"2020","Alberta","2016A000248","Glass","All sources of diverted materials","Tonnes","287","units","0","v1248315503","10.3.1","63473","","","","0"
"2020","Alberta","2016A000248","Glass","Residential sources of diverted materials","Tonnes","287","units","0","v1248315504","10.3.2","49526","","","","0"
"2020","Alberta","2016A000248","Glass","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315505","10.3.3","13947","","","","0"
"2020","Alberta","2016A000248","Ferrous metals","All sources of diverted materials","Tonnes","287","units","0","v1248315506","10.4.1","54760","","","","0"
"2020","Alberta","2016A000248","Ferrous metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315507","10.4.2","2727","","","","0"
"2020","Alberta","2016A000248","Ferrous metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315508","10.4.3","52034","","","","0"
"2020","Alberta","2016A000248","Copper and aluminum","All sources of diverted materials","Tonnes","287","units","0","v1248315509","10.5.1","19866","","","","0"
"2020","Alberta","2016A000248","Copper and aluminum","Residential sources of diverted materials","Tonnes","287","units","0","v1248315510","10.5.2","15591","","","","0"
"2020","Alberta","2016A000248","Copper and aluminum","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315511","10.5.3","4275","","","","0"
"2020","Alberta","2016A000248","Mixed metals","All sources of diverted materials","Tonnes","287","units","0","v1248315512","10.6.1","19036","","","","0"
"2020","Alberta","2016A000248","Mixed metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315513","10.6.2","6290","","","","0"
"2020","Alberta","2016A000248","Mixed metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315514","10.6.3","12745","","","","0"
"2020","Alberta","2016A000248","White goods","All sources of diverted materials","Tonnes","287","units","0","v1248315515","10.7.1","14557","","","","0"
"2020","Alberta","2016A000248","White goods","Residential sources of diverted materials","Tonnes","287","units","0","v1248315516","10.7.2","10900","","","","0"
"2020","Alberta","2016A000248","White goods","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315517","10.7.3","3656","","","","0"
"2020","Alberta","2016A000248","Electronics","All sources of diverted materials","Tonnes","287","units","0","v1248315518","10.8.1","8600","","","","0"
"2020","Alberta","2016A000248","Electronics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315519","10.8.2","","..","","","0"
"2020","Alberta","2016A000248","Electronics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315520","10.8.3","","..","","","0"
"2020","Alberta","2016A000248","Plastics","All sources of diverted materials","Tonnes","287","units","0","v1248315521","10.9.1","39461","","","","0"
"2020","Alberta","2016A000248","Plastics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315522","10.9.2","25969","","","","0"
"2020","Alberta","2016A000248","Plastics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315523","10.9.3","13492","","","","0"
"2020","Alberta","2016A000248","Gable top and aseptic containers","All sources of diverted materials","Tonnes","287","units","0","v1248315524","10.10.1","","x","","","0"
"2020","Alberta","2016A000248","Gable top and aseptic containers","Residential sources of diverted materials","Tonnes","287","units","0","v1248315525","10.10.2","","x","","","0"
"2020","Alberta","2016A000248","Gable top and aseptic containers","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315526","10.10.3","","x","","","0"
"2020","Alberta","2016A000248","Textiles","All sources of diverted materials","Tonnes","287","units","0","v1248315527","10.11.1","","x","","","0"
"2020","Alberta","2016A000248","Textiles","Residential sources of diverted materials","Tonnes","287","units","0","v1248315528","10.11.2","","x","","","0"
"2020","Alberta","2016A000248","Textiles","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315529","10.11.3","","x","","","0"
"2020","Alberta","2016A000248","Tires","All sources of diverted materials","Tonnes","287","units","0","v1248315530","10.12.1","66461","","","","0"
"2020","Alberta","2016A000248","Tires","Residential sources of diverted materials","Tonnes","287","units","0","v1248315531","10.12.2","","..","","","0"
"2020","Alberta","2016A000248","Tires","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315532","10.12.3","","..","","","0"
"2020","Alberta","2016A000248","Construction, renovation and demolition","All sources of diverted materials","Tonnes","287","units","0","v1248315533","10.13.1","71884","","","","0"
"2020","Alberta","2016A000248","Construction, renovation and demolition","Residential sources of diverted materials","Tonnes","287","units","0","v1248315534","10.13.2","10818","","","","0"
"2020","Alberta","2016A000248","Construction, renovation and demolition","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315535","10.13.3","61066","","","","0"
"2020","Alberta","2016A000248","Organics","All sources of diverted materials","Tonnes","287","units","0","v1248315536","10.14.1","310623","","","","0"
"2020","Alberta","2016A000248","Organics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315537","10.14.2","227712","","","","0"
"2020","Alberta","2016A000248","Organics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315538","10.14.3","82911","","","","0"
"2020","Alberta","2016A000248","Other materials","All sources of diverted materials","Tonnes","287","units","0","v1248315539","10.15.1","5094","","","","0"
"2020","Alberta","2016A000248","Other materials","Residential sources of diverted materials","Tonnes","287","units","0","v1248315540","10.15.2","1695","","","","0"
"2020","Alberta","2016A000248","Other materials","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315541","10.15.3","3399","","","","0"
"2020","British Columbia","2016A000259","All materials diverted","All sources of diverted materials","Tonnes","287","units","0","v1248315542","11.1.1","1845493","","","","0"
"2020","British Columbia","2016A000259","All materials diverted","Residential sources of diverted materials","Tonnes","287","units","0","v1248315543","11.1.2","","..","","","0"
"2020","British Columbia","2016A000259","All materials diverted","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315544","11.1.3","","..","","","0"
"2020","British Columbia","2016A000259","All paper fibres","All sources of diverted materials","Tonnes","287","units","0","v1248315545","11.2.1","560304","","","","0"
"2020","British Columbia","2016A000259","All paper fibres","Residential sources of diverted materials","Tonnes","287","units","0","v1248315546","11.2.2","193020","","","","0"
"2020","British Columbia","2016A000259","All paper fibres","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315547","11.2.3","367284","","","","0"
"2020","British Columbia","2016A000259","Glass","All sources of diverted materials","Tonnes","287","units","0","v1248315548","11.3.1","114921","","","","0"
"2020","British Columbia","2016A000259","Glass","Residential sources of diverted materials","Tonnes","287","units","0","v1248315549","11.3.2","86888","","","","0"
"2020","British Columbia","2016A000259","Glass","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315550","11.3.3","28033","","","","0"
"2020","British Columbia","2016A000259","Ferrous metals","All sources of diverted materials","Tonnes","287","units","0","v1248315551","11.4.1","79273","","","","0"
"2020","British Columbia","2016A000259","Ferrous metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315552","11.4.2","11532","","","","0"
"2020","British Columbia","2016A000259","Ferrous metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315553","11.4.3","67741","","","","0"
"2020","British Columbia","2016A000259","Copper and aluminum","All sources of diverted materials","Tonnes","287","units","0","v1248315554","11.5.1","17088","","","","0"
"2020","British Columbia","2016A000259","Copper and aluminum","Residential sources of diverted materials","Tonnes","287","units","0","v1248315555","11.5.2","5887","","","","0"
"2020","British Columbia","2016A000259","Copper and aluminum","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315556","11.5.3","11200","","","","0"
"2020","British Columbia","2016A000259","Mixed metals","All sources of diverted materials","Tonnes","287","units","0","v1248315557","11.6.1","60466","","","","0"
"2020","British Columbia","2016A000259","Mixed metals","Residential sources of diverted materials","Tonnes","287","units","0","v1248315558","11.6.2","25480","","","","0"
"2020","British Columbia","2016A000259","Mixed metals","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315559","11.6.3","34985","","","","0"
"2020","British Columbia","2016A000259","White goods","All sources of diverted materials","Tonnes","287","units","0","v1248315560","11.7.1","23038","","","","0"
"2020","British Columbia","2016A000259","White goods","Residential sources of diverted materials","Tonnes","287","units","0","v1248315561","11.7.2","14901","","","","0"
"2020","British Columbia","2016A000259","White goods","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315562","11.7.3","8137","","","","0"
"2020","British Columbia","2016A000259","Electronics","All sources of diverted materials","Tonnes","287","units","0","v1248315563","11.8.1","13928","","","","0"
"2020","British Columbia","2016A000259","Electronics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315564","11.8.2","","..","","","0"
"2020","British Columbia","2016A000259","Electronics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315565","11.8.3","","..","","","0"
"2020","British Columbia","2016A000259","Plastics","All sources of diverted materials","Tonnes","287","units","0","v1248315566","11.9.1","59290","","","","0"
"2020","British Columbia","2016A000259","Plastics","Residential sources of diverted materials","Tonnes","287","units","0","v1248315567","11.9.2","38270","","","","0"
"2020","British Columbia","2016A000259","Plastics","Non-residential sources of diverted materials","Tonnes","287","units","0","v1248315568","11.9.3","21020","","","","0"
"2020","British Columbia","2016A000259","Gable top and aseptic containers","All sources of diverted materials","Tonnes","287","units","0","v1248315569","11.10.1","2029","","","","0"
